"ref_date","united states, adp employment change","united states, business confidence","united states, chicago fed national activity index","united states, chicago pmi","united states, consumer confidence","united states, continuing jobless claims","united states, corporate 10y t bill spread","united states, gdp growth rate","united states, industrial production mom","united states, initial jobless claims","united states, interbank rate","united states, manufacturing payrolls","united states, manufacturing pmi","united states, mortgage applications","united states, nfib business optimism index","united states, non farm payrolls","united states, non manufacturing pmi","united states, ny empire state manufacturing index","united states, philadelphia fed manufacturing index","united states, redbook index sa","united states, richmond fed manufacturing index","united states, services pmi","united states, t bill spread 10y 3m"
1981-05-31,NA,1.89456490401238,-0.191725035005602,-2.08646879019082,-3.44582448737673,0.0167773281828001,NA,NA,0.435532793641101,NA,NA,58.3749102680957,NA,NA,NA,-143.933463063351,NA,NA,0.874923932487082,NA,NA,NA,NA
1981-06-30,NA,-0.878637174652091,-0.57016354468988,-2.86996421786239,-6.71304792721115,0.000231725146656953,NA,-5.93264070039863,0.336030460476043,NA,NA,26.5028944302566,NA,NA,NA,37.0574657037853,NA,NA,-10.2846270880809,NA,NA,NA,NA
1981-07-31,NA,-4.8522842926876,0.00137597847347656,-4.15400612023337,-5.78081206745188,-0.00648015494992165,NA,NA,0.536508735117975,NA,NA,-0.370626628383623,NA,NA,0.30003494123423,-45.9526775584205,NA,NA,-2.64496159630774,NA,NA,NA,NA
1981-08-31,NA,-3.2264248724018,-0.767110845947854,-3.53867451209354,-2.74910327668975,0.0229793200006318,NA,NA,-0.163034987938042,NA,NA,-33.2460945574335,NA,NA,NA,-192.964899043914,NA,NA,8.69387976539339,NA,NA,NA,NA
1981-09-30,NA,-9.00110733610237,-1.61562839838619,-11.0240494082327,-6.91790792351573,0.0222503472785264,NA,1.86504238202397,-0.762603314196947,NA,NA,-32.1239510065015,NA,NA,NA,-244.98020494664,NA,NA,-0.568143645390675,NA,NA,NA,NA
1981-10-31,NA,-11.476380106097,-1.90418105927386,-10.9102108234405,-9.78721237652061,0.037743117422272,NA,NA,-0.862198849163679,NA,NA,-142.004637625196,NA,NA,-4.33004275194462,-253.999601460546,NA,NA,-21.2310724710731,NA,NA,NA,NA
1981-11-30,NA,-15.3522916046933,-2.20277320904318,-18.7972387725069,-17.6570030042954,0.0657069354348304,NA,NA,-1.26182419834318,NA,NA,-152.888596063126,NA,NA,NA,-366.024094779576,NA,NA,-33.694947354067,NA,NA,NA,NA
1981-12-31,NA,-13.628890254199,-2.61140922812647,-19.4852132702215,-15.9272661754309,0.0554669055699614,NA,-7.33939580058826,-1.26148196724038,NA,NA,-181.7762679699,NA,NA,NA,-433.054691097677,NA,NA,-42.4598089367856,NA,NA,NA,NA
1982-01-31,NA,-13.2062244769217,-2.84009349695605,-18.5742143313742,-9.29798825851802,0.0030575458934264,NA,NA,-2.16117476136023,NA,NA,-171.668094995125,NA,NA,-3.75896854837379,-487.092396608793,NA,NA,-27.8256978616421,NA,NA,NA,-0.405325147444976
1982-02-28,NA,-13.0843426951692,0.861169604035747,-20.9643219707546,-13.8691556221476,0.00689971235685096,NA,NA,1.83909481379233,NA,NA,-61.564518788412,NA,NA,NA,-159.138217506872,NA,NA,-23.2926547710495,NA,NA,NA,-1.9369509800215
1982-03-31,NA,-14.563293331249,-1.70762430558339,-21.2556162031527,-18.4407546349107,0.0284883918985108,NA,-9.1456447412938,-0.960675847287627,NA,NA,-119.465980999368,NA,NA,NA,-286.193159985858,NA,NA,-23.5607203074211,NA,NA,NA,-1.5381734280369
1982-04-30,NA,-13.5431248074689,-1.82647960624578,-19.4481770433581,-15.012771665398,0.0563813198001727,NA,NA,-1.06048935010505,NA,NA,-169.372923277601,NA,NA,-3.98647015506688,-441.258230239697,NA,NA,-11.0299351131701,NA,NA,NA,-1.55908661349645
1982-05-31,NA,-15.8238855461365,-1.09540067838374,-17.4420845061607,-13.0851930822005,0.0332233253770879,NA,NA,-0.760348300164874,NA,NA,-90.2857872727212,NA,NA,NA,-200.334434462335,NA,NA,-12.4003398307095,NA,NA,NA,-1.17917009663868
1982-06-30,NA,-13.0056239695596,-1.95439190242961,-16.8374186063501,-14.9580052539091,0.0261870718661065,NA,-1.25339393315113,-0.46025530297204,NA,NA,-153.205014634336,NA,NA,NA,-399.422778847718,NA,NA,-5.57197510245256,NA,NA,NA,-0.868113049346519
1982-07-31,NA,-12.8883885000457,-1.4034576588157,-14.9342593587162,-15.3311945491147,0.00262405730885032,NA,NA,-0.460212964031488,NA,NA,-147.131047012054,NA,NA,-4.01238243011564,-501.524269589791,NA,NA,-4.94488157081245,NA,NA,NA,-0.00743355372311827
1982-08-31,NA,-12.9716847983963,-1.80251636856301,-18.031839822402,-15.4047473364081,0.0389133181681518,NA,NA,-1.06017479539209,NA,NA,-113.064326055483,NA,NA,NA,-315.605284099542,NA,NA,-10.9203471961885,NA,NA,NA,1.96624641202448
1982-09-30,NA,-12.4549994180654,-1.26148739505031,-9.72935794396032,-11.5786499843802,0.0451412883122531,NA,-4.56233286921875,-0.460094668181226,NA,NA,-80.9943386804066,NA,NA,NA,-337.633475830989,NA,NA,-21.2995258117074,NA,NA,NA,2.05359274847713
1982-10-31,NA,-11.8383521203393,-2.10037653224656,-14.7268410692954,-7.55288886162195,0.0420833164425988,NA,NA,-1.05997572652162,NA,NA,-215.910815453888,NA,NA,-0.836843821571406,-433.611765042622,NA,NA,3.21774313112682,NA,NA,NA,0.845353607297903
1982-11-30,NA,-12.0217626665044,-1.12918957412075,-13.2243165443115,-8.92745033672425,-0.0073510823109203,NA,NA,-0.559821114535999,NA,NA,-125.814563502462,NA,NA,NA,-278.543071992933,NA,NA,-5.36837981918987,NA,NA,NA,0.109578575556596
1982-12-31,NA,-8.40525081784695,-0.86793231464183,-11.9218117149129,-9.20232077827792,-0.0436426386852906,NA,-2.87215104255514,-0.85963397634707,NA,NA,-26.7063899526628,NA,NA,NA,-172.430316940413,NA,NA,7.04226588583847,NA,NA,NA,0.241713230297932
1983-01-31,NA,-5.18883633565332,1.56338945222122,-7.31935392700403,-10.7774865548739,-0.114721543165193,NA,NA,1.74058254392245,NA,NA,20.4128980689763,NA,NA,1.24000722251448,61.7235798564474,NA,NA,4.8498407947078,NA,NA,NA,0.243565873560942
1983-02-28,NA,3.22746101879014,-0.805230067500559,-0.516970526489047,-6.6529340351031,-0.0143001254429593,NA,NA,-0.759174697850172,NA,NA,6.54249343592114,NA,NA,NA,-230.084301860843,NA,NA,12.5545054559141,NA,NA,NA,0.233265381547333
1983-03-31,NA,2.7436214841971,0.886203332223855,3.8853111407277,-0.528649587556345,-0.0229834009176107,NA,2.31746205378121,0.64109115421236,NA,NA,10.6815890216377,NA,NA,NA,16.1431176492244,NA,NA,24.9564204179532,NA,NA,NA,-0.251088493735069
1983-04-30,NA,3.05962529928124,0.977683857425497,2.08746372874194,7.69538041917545,-0.000850013033257483,NA,NA,1.04137695598732,NA,NA,88.8293776995921,NA,NA,6.31803225409077,117.402918128159,NA,NA,29.5557462293212,NA,NA,NA,-0.212291465225392
1983-05-31,NA,4.97545270275619,1.3092057141354,3.18945989164934,11.8191696165014,-0.0357260427176187,NA,NA,0.541679563351999,NA,NA,96.9850523432504,NA,NA,NA,123.692179317469,NA,NA,29.9526434385139,NA,NA,NA,-0.215219664300161
1983-06-30,NA,6.39108393333562,1.62076310838459,-2.30872771645434,10.6427316358306,-0.0465744973315312,NA,6.30681692673182,0.44199583218367,NA,NA,81.1478058260786,NA,NA,NA,221.007980958664,NA,NA,34.6472725940274,NA,NA,NA,-0.3911009415549
1983-07-31,NA,12.5064992297332,1.7823502462041,9.59287355852658,11.1660801085721,-0.0789610676614199,NA,NA,1.34232261835962,NA,NA,105.316831021543,NA,NA,9.09709282510606,260.347402793253,NA,NA,41.8397942443576,NA,NA,NA,-0.173355976495347
1983-08-31,NA,12.0216788306626,0.293961333624959,14.7942363706878,9.18922866613516,-0.0255267699384411,NA,NA,0.942656777757119,NA,NA,65.4913208031091,NA,NA,NA,-463.292475437255,NA,NA,33.8303689380004,NA,NA,NA,0.00545367051448231
1983-09-30,NA,11.4366029748375,2.7255905766782,12.095333374125,8.11219093992879,-0.0311976473208516,NA,5.09622408323819,1.34299516625346,NA,NA,143.670468044243,NA,NA,NA,963.085426008648,NA,NA,33.0191572234518,NA,NA,NA,0.190243382457083
1983-10-31,NA,13.3512519009715,1.42723218139486,15.196137222934,7.43498056136211,-0.0341528719129172,NA,NA,0.643334639725926,NA,NA,118.853465618412,NA,NA,8.07705048750906,118.478186872471,NA,NA,27.8063196492077,NA,NA,NA,0.450234772316831
1983-11-30,NA,14.9656058477783,1.17888035380596,16.8966205712104,9.15558066959245,-0.0393285992416421,NA,NA,0.143672054051792,NA,NA,119.039506399081,NA,NA,NA,200.882886895725,NA,NA,37.3920167637642,NA,NA,NA,0.475556448828348
1983-12-31,NA,18.8796450539715,1.45052929994254,21.3967560730499,12.1721233223804,-0.0263654778512239,NA,5.48599403024184,0.344004265108342,NA,NA,79.2277832597158,NA,NA,NA,201.296605819916,NA,NA,33.276409115617,NA,NA,NA,0.367885021162131
1984-01-31,NA,9.49334975826488,1.96217322583562,15.7965163825482,17.9848455290397,-0.0608559340469961,NA,NA,1.84432812877286,NA,NA,86.4174890737833,NA,NA,8.3577667932484,289.716423386555,NA,NA,39.2596572532623,NA,NA,NA,0.305819404253082
1984-02-29,NA,10.306700199372,1.22380633751625,13.2958741538011,15.1939842988844,-0.030683698260173,NA,NA,0.244640500922622,NA,NA,105.607816714749,NA,NA,NA,331.13941933715,NA,NA,18.0419217251959,NA,NA,NA,0.277324427823077
1984-03-31,NA,7.91967661600665,0.715422841015436,16.9948020409043,18.6997766412283,-0.017337783019962,NA,4.97643727468429,0.344938237434915,NA,NA,85.7979590560793,NA,NA,NA,119.56267341321,NA,NA,27.2233630799138,NA,NA,NA,0.323569524009115
1984-04-30,NA,10.0322592468823,0.927016942364225,15.6932726979534,13.7024595653854,0.000200080811093297,NA,NA,0.445218194187018,NA,NA,73.9871089712401,NA,NA,5.33910329427279,210.983265356245,NA,NA,29.104141865912,NA,NA,NA,0.453831780450591
1984-05-31,NA,7.64442833071281,0.908582847593644,14.3912587790442,15.6022700806695,-0.0144174361003392,NA,NA,0.345477227056214,NA,NA,52.1744593336975,NA,NA,NA,154.398274907762,NA,NA,23.8844186316863,NA,NA,NA,1.07806543220089
1984-06-30,NA,7.15616410621172,0.940114762734725,11.0887329382723,12.8994451963946,-0.00929498997789633,NA,3.96786432350704,0.145712191919784,NA,NA,59.3592030169175,NA,NA,NA,229.804781809272,NA,NA,19.8643539257328,NA,NA,NA,1.19426492195487
1984-07-31,NA,5.1674468120927,0.241606893818499,9.28566782973355,13.8942219218745,-0.00207431325466033,NA,NA,0.145919944655009,NA,NA,54.5405328943662,NA,NA,0.92092154253092,159.199865802282,NA,NA,-6.45589170345258,NA,NA,NA,0.722607369705322
1984-08-31,NA,2.07825668706943,0.0130534468759962,2.98203610752356,16.2868372664231,0.0148808021509909,NA,NA,-0.0539026588608281,NA,NA,29.7176418395096,NA,NA,NA,92.5806066283025,NA,NA,15.8238422926261,NA,NA,NA,-0.293849766141587
1984-09-30,NA,-0.911426030144398,0.0544486279382477,5.87781042573806,17.9775282393545,0.0214023772442144,NA,0.760585683651608,-0.353758762750446,NA,NA,-6.11027727418614,NA,NA,NA,161.944084028842,NA,NA,14.4037164624647,NA,NA,NA,-0.383313453066559
1984-10-31,NA,-0.101621100835175,0.205786643036285,-0.0270365615272468,13.2665318499823,0.0370249518850613,NA,NA,-0.353651511136564,NA,NA,14.055968426745,NA,NA,3.70308308997143,135.287377745408,NA,NA,7.58389135455929,NA,NA,NA,-0.0748702785489037
1984-11-30,NA,-0.592348286289202,0.697061698201138,-0.432532200176645,12.5540851076207,0.0246288987545177,NA,NA,0.2464159518581,NA,NA,1.21557181576903,NA,NA,NA,203.607567519512,NA,NA,-5.23547248259421,NA,NA,NA,0.536524050493157
1984-12-31,NA,-0.283627347792823,0.118267999463839,-2.03870383611442,9.64042502158338,-0.0134860035571486,NA,0.154911862059509,-0.0535595178891713,NA,NA,16.3677257663521,NA,NA,NA,-24.0982669073393,NA,NA,-5.85421450049986,NA,NA,NA,1.05007317808794
1985-01-31,NA,-0.575478046632405,-0.200600247144581,-0.945578815244893,12.6257886011844,0.00308777236855918,NA,NA,-0.353581064501097,NA,NA,-4.48837684803985,NA,NA,4.08544948854298,116.166954206364,NA,NA,-2.47217415066172,NA,NA,NA,1.25184062522889
1985-02-28,NA,-0.967920144094244,-0.0795488355930926,-1.15318448347233,10.2104128557374,0.0285592038256589,NA,NA,0.146348167899604,NA,NA,-33.3535431539407,NA,NA,NA,-17.599689397869,NA,NA,2.91080911541619,NA,NA,NA,0.838743865973942
1985-03-31,NA,-3.06097340146471,0.571416440149337,-4.56154818670106,10.0945347945566,-0.0217617411340198,NA,0.751153365672256,0.0462250351902134,NA,NA,-17.2285802778843,NA,NA,NA,190.59888202147,NA,NA,22.9948958462298,NA,NA,NA,0.911880825508855
1985-04-30,NA,-2.65465758003011,-0.477710213886262,3.82930272916467,10.8783914269557,0.00660248558641393,NA,NA,-0.453953606751986,NA,NA,-43.1142953464048,NA,NA,1.56788229019429,47.7597482058909,NA,NA,1.98024659027507,NA,NA,NA,1.09911133378128
1985-05-31,NA,-3.74899244107682,0.503065408331141,-4.38065908177946,7.96221976224874,-0.00598160139728758,NA,NA,-0.054190902049714,NA,NA,-21.0114954860359,NA,NA,NA,125.879988896902,NA,NA,-0.0329781039520505,NA,NA,NA,0.999550631994291
1985-06-30,NA,-3.04399774589115,-0.676262487167422,-2.69146096543775,12.5462568097495,-0.00247569625665364,NA,0.447395464016404,-0.0544899948256879,NA,NA,-25.9209878233117,NA,NA,NA,-1.04331616398832,NA,NA,-10.4446176879556,NA,NA,NA,0.86162564966264
1985-07-31,NA,-2.93969325575945,-0.435699694350921,-4.90313026771447,9.93073957877192,-0.00262125592813696,NA,NA,-0.854854029202626,NA,NA,-32.8435794847662,NA,NA,2.05024304687399,40.9869127647297,NA,NA,3.44548838676033,NA,NA,NA,0.875845567383336
1985-08-31,NA,-3.13609873196805,0.724747992811676,-2.11569433451395,8.21590507862993,0.00891086163789911,NA,NA,0.244713850696752,NA,NA,-9.78007759693314,NA,NA,NA,43.9677554245648,NA,NA,-1.16249933130826,NA,NA,NA,0.84657670861053
1985-09-30,NA,-0.933233935803294,0.335074780351399,-2.82918051174044,7.80199031863737,0.00800583725097666,NA,3.04168454099034,0.244210500749729,NA,NA,-27.7312892863466,NA,NA,NA,56.8962915570259,NA,NA,-5.76842029366544,NA,NA,NA,0.925094487707463
1985-10-31,NA,0.0678845934428836,-0.464709360517643,-6.34560214441373,3.98923230810819,0.0207219525573222,NA,NA,-0.556369957838846,NA,NA,0.301978320459508,NA,NA,-0.267606689469218,39.7900213048654,NA,NA,-1.87538086742627,NA,NA,NA,0.720947046310104
1985-11-30,NA,1.16634376765349,0.455412098211811,1.33321752624047,6.37786805635631,-0.00142428374228003,NA,NA,0.142971147300935,NA,NA,-0.680845205341898,NA,NA,NA,61.6687436968581,NA,NA,11.6135514131925,NA,NA,NA,0.190309320312795
1985-12-31,NA,-0.137720997695453,0.395443197760524,0.207536310008955,9.26813457269555,0.00811896578596193,NA,-0.165727224906673,0.842237498793941,NA,NA,6.32074726023325,NA,NA,NA,17.5329868035459,NA,NA,5.39859534603408,NA,NA,NA,-0.185830585103267
1986-01-31,NA,0.355825712872111,0.775387979349261,1.87761201667848,10.8602688664399,-0.0140633753445124,-0.350282773227979,NA,0.34143277926504,NA,NA,3.30756491986773,NA,NA,1.21419463311331,-25.6167213045291,NA,NA,14.2799697289419,NA,NA,NA,-0.222827695310545
1986-02-28,NA,0.147119314832231,-0.844749515801217,4.14370245603583,11.0545079469032,-0.0126331903366477,-0.164240421442907,NA,-0.859439328660897,NA,NA,-12.7195830237557,NA,NA,0.708026935553747,-33.7798525568249,NA,NA,11.7578933597592,NA,NA,NA,-0.700829699158375
1986-03-31,NA,0.136295223660952,-0.324965246470145,2.60606543786781,10.1510888233994,0.0108241542565319,0.162674150024439,0.62541234482463,-0.860375142359001,NA,NA,-28.7598873679542,NA,NA,2.40179995594126,-61.9558788827994,NA,NA,5.83258503632936,NA,NA,NA,-1.09971987446852
1986-04-30,NA,-1.17651114516568,0.554744828563238,0.964958771961172,11.1502485052423,0.00692831252835564,0.356160643352349,NA,-0.161370979204405,NA,NA,2.18746108995495,NA,NA,1.89550856657031,37.8557277880893,NA,NA,-4.99573644350434,NA,NA,NA,-1.05021130083992
1986-05-31,NA,2.50883562382836,-0.195615249480302,2.42064026810269,9.65222400174596,0.024689244313664,0.0593990523572985,NA,0.0375768434277621,NA,NA,-12.8767284473454,NA,NA,2.88914763973523,-22.3445044736166,NA,NA,-6.32685228189857,NA,NA,NA,-0.738632687855563
1986-06-30,NA,-0.407529053880843,-0.316041439380005,1.77336773607917,14.0572523222242,-0.0124598748189068,0.0414103369072572,-1.38464457131649,-0.463527991837631,NA,NA,-52.9516467771726,NA,NA,2.18271204773046,-242.556047597375,NA,NA,-5.46054368101001,NA,NA,NA,-0.710000828944413
1986-07-31,NA,-2.92546976281729,0.503470300084895,-0.0766010143226268,12.3655704759909,-0.00918829894624664,0.38076740492214,NA,0.435318197624285,NA,NA,-23.0364846968438,NA,NA,0.676196662850387,168.221626487356,NA,NA,3.50340815700465,NA,NA,NA,-0.80859875130167
1986-08-31,NA,1.65514891249511,0.0629240101351591,1.8709918266841,9.47640464302485,0.0191986190976969,0.553380826659528,NA,-0.265880905561621,NA,NA,1.86956699632385,NA,NA,-0.330403642610634,-35.0109541488819,NA,NA,-1.53477797001126,NA,NA,NA,-0.631047144460197
1986-09-30,NA,1.43446238753237,0.762323731991551,-0.883595931113895,6.38876934222925,0.0202815597374628,0.309057276273101,0.704354205169231,0.0328783812295204,NA,NA,18.767317505013,NA,NA,-0.537093996358152,195.746738564454,NA,NA,2.22511673578558,NA,NA,NA,-0.0154818494680082
1986-10-31,NA,0.212606077770545,-0.228326493125165,0.959893522070175,10.0025840913046,0.00544107991503313,0.381694337007452,NA,0.331599740622578,NA,NA,-11.3424239680934,NA,NA,-0.343879526097794,36.4952326979053,NA,NA,0.683311072238475,NA,NA,NA,-0.00664043897484845
1986-11-30,NA,0.189715398685692,0.100977376005773,0.801717996023108,5.71776840795133,-0.0317763942351594,0.401546013463595,NA,0.330286855242421,NA,NA,4.54115177968724,NA,NA,-1.65076535953514,36.2350563220142,NA,NA,7.94002383719076,NA,NA,NA,-0.358309341102713
1986-12-31,NA,-0.534074234246162,1.13023938060513,1.04213530053165,3.33424180986987,-0.0217906893420844,0.465843222219454,-1.00733914721895,0.628943407713919,NA,NA,15.4188539510378,NA,NA,1.54224337562415,49.9667375073228,NA,NA,14.2954738284857,NA,NA,NA,-0.677881927412349
1987-01-31,NA,3.84137259445104,-1.01053643810634,-0.518596754617391,4.55192381476078,-0.0220518691618041,0.265572291108365,NA,-0.472426919338059,NA,NA,-3.70850825135894,NA,NA,0.935141551674505,17.6908043243729,NA,NA,-2.75012015603326,NA,NA,NA,-0.60036982207527
1987-02-28,NA,1.51619130025333,1.89865396109214,0.119779640362751,4.27073394032442,-0.0151129518035476,0.0422804198403273,NA,1.12617955671136,NA,NA,43.1598743751798,NA,NA,1.42796206102508,89.4077848437068,NA,NA,0.703460681477081,NA,NA,NA,-0.606351369092865
1987-03-31,NA,3.89051729863676,0.217814619421331,4.25752229525886,4.7905917042613,-0.0163512931153267,0.0173925327399034,-0.219472449981755,-0.0752334815129669,NA,NA,17.0248110333367,NA,NA,2.02074540842455,93.1182071358664,NA,NA,-3.14356486113993,NA,NA,NA,-0.622016821025801
1987-04-30,NA,4.3644860050774,0.456949578101987,4.59488901985773,6.71141662427189,-0.0064519809795347,-0.307309872617031,NA,0.423337648613841,NA,NA,26.8871109257947,NA,NA,0.913497884676573,182.822599271394,NA,NA,5.70902201395905,NA,NA,NA,0.10351944106218
1987-05-31,NA,6.03823283505126,0.696062878354877,5.1321376239461,4.93312821805668,-0.0356677828589784,-0.411794558167018,NA,0.42189662971665,NA,NA,25.7475832552365,NA,NA,0.706225780584802,76.521489320831,NA,NA,10.9614401046173,NA,NA,NA,0.664040507057436
1987-06-30,NA,6.21189320403438,0.325158561400764,2.06952591731078,5.25564600331603,-0.0184743699058892,-0.175995109496637,1.16820647538006,0.320447144420329,NA,NA,3.60703722434488,NA,NA,2.49893538695289,19.2154053547199,NA,NA,4.21390820867819,NA,NA,NA,0.446478475732178
1987-07-31,NA,6.28560252750285,0.97424066846041,11.0073117097386,7.37888949775052,-0.0357982831586135,-0.120840783188134,NA,0.518992875349746,NA,NA,64.4662820358026,NA,NA,3.29163299458453,193.904875443603,NA,NA,6.66664512398501,NA,NA,NA,0.467739471832643
1987-08-31,NA,8.05949622093268,0.493313240754578,11.0457528110162,8.00277821906054,0.00791879065424084,-0.222585511148433,NA,0.617537505129772,NA,NA,45.3261268922925,NA,NA,4.48432489428336,19.5904276580216,NA,NA,21.2198696483811,NA,NA,NA,0.428469879845328
1987-09-30,NA,8.73370969979993,0.622380319504033,13.2851070309305,7.12723168494657,-0.00567507975953564,-0.364972402773637,0.255949807365773,0.116084716385275,NA,NA,69.1873809964973,NA,NA,3.17701737685303,73.2725900685184,NA,NA,17.3738005797097,NA,NA,NA,0.703175391616037
1987-10-31,NA,9.40837837958065,1.23144594592954,15.2256321792682,2.75216941310913,-0.0696447819049206,-0.141831147546423,NA,1.31463819174112,NA,NA,46.0508535510997,NA,NA,2.36971673309725,336.951890745635,NA,NA,18.2286567158142,NA,NA,NA,1.07317988080875
1987-11-30,NA,7.48363767575086,0.430514161251852,12.6675860658161,-3.52248907875142,0.0182226178291083,0.148067804057133,NA,0.313201613822188,NA,NA,53.9173537587827,NA,NA,-0.637570746180373,79.6288577599139,NA,NA,2.78465685453796,NA,NA,NA,0.876156047699452
1987-12-31,NA,9.65962300378663,0.729589006691743,15.011226500361,0.103175727065462,0.0168880635893411,0.0939421537596359,3.74400972447464,0.311778665253337,NA,NA,41.7876908222289,NA,NA,0.755161229823884,134.304019181897,NA,NA,20.5420197937242,NA,NA,NA,0.935376957111832
1988-01-31,NA,6.13646977916399,-0.231325476530028,13.5568112926896,4.02908334826022,0.0347375885249484,0.213031931832336,NA,-0.189626971340561,NA,NA,-11.3373260558788,NA,NA,1.14791895191361,-63.0220969178743,NA,NA,-5.59903566878369,NA,NA,NA,0.569884641743827
1988-02-29,NA,4.814313417359,0.807774752807303,8.8045982525888,4.7551533025333,-0.0204451711433831,0.230663976475395,NA,0.208988386665365,NA,NA,40.5431123271422,NA,NA,-0.159291289107472,305.651037531143,NA,NA,9.16170926485757,NA,NA,NA,0.280043872958218
1988-03-31,NA,3.19328933384768,0.516893735924499,8.3548451898453,7.6813051075852,-0.0128392686821291,0.0373602459934488,-1.16736159479408,0.00762842189598276,NA,NA,28.4298151739749,NA,NA,2.33353679756428,119.32395059949,NA,NA,3.62447339249132,NA,NA,NA,0.415812515523232
1988-04-30,NA,4.37353294410611,0.476035514042323,1.60780991424593,4.20745828111636,-0.0136626849516809,0.0292343676891238,NA,0.406296816976162,NA,NA,37.3235916873019,NA,NA,1.32640950273252,86.9971703577097,NA,NA,17.5894755119609,NA,NA,NA,0.549706682594865
1988-05-31,NA,4.05517966361031,-0.0847958716184628,4.16375023557742,7.73353234082724,-0.00545888406465264,-0.179756914786934,NA,-0.295002745469229,NA,NA,25.2252510698061,NA,NA,1.7193331172009,73.6712248763435,NA,NA,8.55693442110953,NA,NA,NA,0.550926588887357
1988-06-30,NA,7.83836490783633,0.714403620162906,7.52292396362658,7.5594468044183,-0.0110197605408997,-0.0386926191241872,2.12208802805888,0.10373341718468,NA,NA,31.1356025241703,NA,NA,2.41231393177311,207.346642225934,NA,NA,8.12706891778064,NA,NA,NA,0.175484513861795
1988-07-31,NA,6.72322409226023,0.0036380306071923,16.3855889081802,6.18512118959002,0.0118276886511207,-0.0496060261402738,NA,-0.197491012437242,NA,NA,17.0554552530771,NA,NA,0.805358237252818,67.0239504770221,NA,NA,14.4000977998175,NA,NA,NA,0.0283515173293507
1988-08-31,NA,4.50989263235803,-0.057088599064841,8.25200287902498,10.1104750140428,0.0119982152286571,-0.140528628585827,NA,0.201327648289873,NA,NA,-28.0143815407906,NA,NA,2.29847232444364,-33.2963222998491,NA,NA,5.87623986506344,NA,NA,NA,-0.116543031092667
1988-09-30,NA,2.99850594360581,0.162227772367569,7.72242368594779,9.93542779547728,-0.00486601563889174,-0.161949287929721,-0.887389228467213,-0.499806918009104,NA,NA,29.92690134525,NA,NA,1.49166248414926,181.386351965862,NA,NA,16.2557139113618,NA,NA,NA,-0.576029407937903
1988-10-31,NA,3.88919944147958,0.651591186125187,4.69710913873537,6.65989905159374,-0.028387112199945,-0.454701115593768,NA,0.299108971290694,NA,NA,58.8801131138817,NA,NA,2.78493500717336,105.072501344698,NA,NA,17.8387387365558,NA,NA,NA,-0.8741382473534
1988-11-30,NA,4.0821085414554,0.331005683428774,4.97631704717453,5.48380830009275,-0.0176844606398694,-0.537626539769976,NA,-0.00206214418699296,NA,NA,43.8460629677872,NA,NA,2.47829618431962,182.7626539072,NA,NA,17.8255331384889,NA,NA,NA,-1.13609273007005
1988-12-31,NA,4.47532159637033,0.790299622568917,4.2566933495024,4.30707505867467,0.0343048913635814,-0.504226373743515,2.1044588141269,0.296548315696701,NA,NA,28.8002785931401,NA,NA,1.17175230639162,122.398565393034,NA,NA,13.3146362425015,NA,NA,NA,-1.31029409064898
1989-01-31,NA,3.16690089104387,0.40930983412552,6.33481169623456,10.2296188450401,0.00872016984030613,-0.467572859370982,NA,0.0949530943393377,NA,NA,38.7191433112074,NA,NA,1.9653096641931,103.92592494124,NA,NA,18.8044357636586,NA,NA,NA,-1.53166737317513
1989-02-28,NA,2.55694273892567,-0.571946932246681,3.21082146557531,7.65135917688936,0.0262996931928957,-0.579595381366124,NA,-0.706835064861519,NA,NA,4.60474977731153,NA,NA,2.5589745485277,106.351160721426,NA,NA,10.6949233843903,NA,NA,NA,-1.72967521571837
1989-03-31,NA,-0.0544565465345883,-0.223453926892947,0.184872035728965,6.47221557192299,0.00939296745147796,-0.697818562537918,0.797884334340476,-0.00880341850830829,NA,NA,11.459190646775,NA,NA,2.05275325019906,33.6807009032005,NA,NA,8.7860907871269,NA,NA,NA,-1.84331819209708
1989-04-30,NA,0.632799348112805,0.074805599841461,-1.04288721510013,3.59210754784147,-0.0144260358043644,-0.557743216171538,NA,-0.110939223203466,NA,NA,1.28455857492051,NA,NA,-1.35334793998915,8.92097365617019,NA,NA,-5.32207034570155,NA,NA,NA,-1.84260234570151
1989-05-31,NA,-2.28119326368251,-0.957151602388721,-4.17230690870765,2.71095462234523,-0.00149051742742945,-0.381233791915789,NA,-0.913229735549431,NA,NA,-8.91705378292953,NA,NA,-2.05932273123325,-39.9215928500572,NA,NA,-19.6295683316649,NA,NA,NA,-1.92905413690992
1989-06-30,NA,-4.29633806847082,-0.319308783928753,-5.20323766688927,2.53379237895359,0.0149169675593774,-0.217791103055844,-0.206860489327214,-0.21566221214864,NA,NA,-21.1435537714525,NA,NA,0.0348351672704297,-48.8405704458742,NA,NA,-17.0364114883329,NA,NA,NA,-2.20595544854971
1989-07-31,NA,-5.71253875280249,-1.2416491951239,-6.1355301114407,3.86537088170375,0.0273830855585132,-0.107234144695054,NA,-1.11822390960353,NA,NA,-27.392848735326,NA,NA,0.229955875022213,-121.829530961673,NA,NA,-26.3426081332755,NA,NA,NA,-2.1734517998119
