"ref_date","united states, adp employment change","united states, business confidence","united states, chicago fed national activity index","united states, chicago pmi","united states, consumer confidence","united states, continuing jobless claims","united states, corporate 10y t bill spread","united states, gdp growth rate","united states, industrial production mom","united states, initial jobless claims","united states, interbank rate","united states, manufacturing payrolls","united states, manufacturing pmi","united states, mortgage applications","united states, nfib business optimism index","united states, non farm payrolls","united states, non manufacturing pmi","united states, ny empire state manufacturing index","united states, philadelphia fed manufacturing index","united states, redbook index sa","united states, richmond fed manufacturing index","united states, services pmi","united states, t bill spread 10y 3m"
2011-03-31,241.483958942216,5.681505226738,0.900709209090015,12.4813715299237,-9.74363799017652,-0.0205836444723895,-0.334039454865591,-3.06339731808232,0.94197760336911,0.0140483733972984,0.0304706164657719,42.1131834319761,NA,2.12396269124638,0.25806564347387,179.590632328252,3.52960776061862,8.04057233771371,31.161566416096,-0.173238386938393,15.4773505884279,NA,1.1308998190789
2011-04-30,216.030989437863,5.16858264151834,-0.27061228820241,10.3724810428311,-7.49626342518081,0.00288693396322503,-0.388992695089093,NA,-0.458109327892372,0.0386881711304991,-0.0558300386973987,49.7789409392037,NA,-0.450402847573639,-1.25511463102347,257.628000211995,2.77702039641873,14.4389701358356,7.7128194340775,1.71448311721509,5.27974295797387,NA,1.21473238779821
2011-05-31,144.371269878343,2.05555202557832,-0.0319784713308111,1.66342799044953,-3.0528867590733,0.00232957532104799,-0.346134525893007,NA,0.141781664130618,0.00833207917957011,-0.0329140293785119,29.4392385904903,NA,2.09024113502128,-1.77000230168237,43.6455784490913,2.43237904578237,5.10814914394111,0.863314743049385,1.34718611783376,-0.918440453132026,NA,0.947065633590914
2011-06-30,165.818512187415,3.04241858566588,0.306610109345783,8.05423018909106,-5.91356929859319,-0.00690035977391696,-0.211333988342442,0.851602774368573,0.241650974277837,-0.00581643722518227,-0.0149969541272169,34.0942390963265,NA,0.585711516231236,-0.986678701173744,177.643426054453,1.49868088328132,-10.6401687658844,-5.88696395078504,0.872065857813312,4.88482920117874,NA,0.785662588871332
2011-07-31,92.6864282888391,0.129187528528995,0.61515290346834,6.44490545506785,-13.7783723504797,-0.00371574583107942,-0.204746120114588,NA,0.44149899738904,-0.00884191164283245,0.0431551955542623,38.744105167203,NA,0.284166935075813,-2.00522516216843,0.621602042993146,0.678923083487362,-11.6942617215555,1.66196705877757,1.75702738122262,5.69158076697474,NA,0.787413615246321
2011-08-31,51.2887301063751,-0.184135939084349,0.253649360677832,4.33547160469207,-21.7473572214719,0.000247338902808626,0.0972865764041613,NA,0.541326128303983,-0.00232789008676977,0.197089900991165,37.3889995136104,NA,1.00702059990083,-4.3257230173373,65.5801654296222,0.576102820972238,-9.94240785098659,-24.9899085220594,1.39534107462471,0.503843090324524,NA,0.101928536020463
2011-09-30,93.9391295637829,0.902453389573786,0.0720989306152282,7.82594645427586,-18.1205852183092,0.00899584557642957,0.334370591863359,-2.13359032773759,-0.0588672381375775,0.0255983108592159,0.204288379673565,24.0290848460394,NA,-0.302143131243069,-3.34825359935127,171.519175229252,-0.70678272969225,-10.6728852820923,-16.2426069870927,1.52723061275474,-1.67635498270333,NA,-0.213917815149693
2011-10-31,43.9513385848224,-1.4110392787486,0.560501062921498,4.21634782013136,-16.8981176477306,-0.00916203659940166,0.259632699449522,NA,0.640919292904115,-0.031369564883481,0.17803228209319,29.6645238749806,NA,-2.2536006949393,-2.07289824088119,141.438690456796,-0.287547186650606,-12.3739721427871,0.60385536988108,1.64304124431931,-1.84698460604026,NA,-0.0407909772784065
2011-11-30,60.6390690932534,-1.02460873730357,-0.141144792762388,6.40669351857074,-14.0800158164755,-0.0113889025783233,0.165814985806508,NA,-0.159313883731184,-0.0267727514643931,0.183596125983205,8.29547931092469,NA,-0.729321859003164,-0.499738274597902,68.3387701271637,-0.284563807115525,-2.03394656098565,-1.65053774493471,0.96183415593376,-4.00601693361771,NA,-0.172567669504158
2011-12-31,79.3160330128359,0.161750220656842,0.777160813204539,6.89700136590612,-7.96524149257968,-0.0198584929664487,0.315060595187924,2.6812427786042,0.540433626796282,-0.0251759202268487,0.185073789029847,49.9221138643623,NA,5.01011904297416,1.37114496682767,137.219473255268,-0.695674875117568,4.55891333539765,-3.30580262533675,0.668949113421522,-6.15142311936711,NA,-0.203476577839137
2012-01-31,101.87636158661,0.348042801880645,0.95541733046325,2.38728917844969,-2.952767122536,-0.032673265584202,0.306226957561661,NA,0.54016221932627,0.00909377476879209,0.0397831731158627,53.5445902457842,NA,1.04841623824193,1.3396701507247,288.080858856022,2.68127732531273,4.21632941844821,1.73804443487833,-0.397479291524533,5.7188256827801,NA,-0.235984483533624
2012-02-29,157.066954954529,-0.265725786884246,0.333624208654714,6.67757477251357,-2.74267003076854,-0.0181630261284118,0.220457217181324,NA,0.139872288698534,-0.0317788300605063,-0.0965175071031473,39.1630711656809,NA,0.880555236814083,2.10575594442224,194.922985944336,1.94845051014482,10.1500235602515,4.58098714191385,-0.255735287223015,5.59062333609239,NA,-0.290058167837906
2012-03-31,131.980678385724,0.62044966111015,-0.118219102580097,5.56787596440991,-1.9350275417015,-0.0111281792752198,0.108325254231256,1.19607936525195,-0.560435770247168,0.0167424966892524,-0.0408752674596166,54.7777193345431,NA,-2.00329784215477,0.669321015249466,171.745913535121,1.80800239534814,8.15222238984581,2.92300920197317,0.491192431544996,3.44951972152841,NA,-0.0741947150325672
2012-04-30,9.71039714932425,1.30657435261182,0.409886846399784,1.65821057045088,-1.82991697975906,-0.00181827963998575,0.190920100410946,NA,0.73923843732892,0.0482232314428969,0.00594741964258338,34.3886974628614,NA,0.946582880308871,1.73028403053551,12.5497006432912,0.962090696892126,0.502598477011747,-0.235905678740366,-0.124205622599069,9.29702771169206,NA,-0.190722378229363
2012-05-31,-5.65102348553981,-0.307346505631294,0.0179415052353287,-3.85140359305139,0.972584330634589,0.00390296118713346,0.317703081792186,NA,0.138895306266553,-0.0139602140853054,0.0170117910498559,26.9961682611265,NA,2.79443747054633,1.48856365760948,29.334406283757,0.312873130746276,6.99404260494841,-6.79577379402342,-0.260495791662472,6.13466017918719,NA,-0.44270534127598
2012-06-30,-50.010718249738,-4.0213077068712,-0.184055676432493,-0.0609487097847392,-5.22760093494472,0.00139082891010186,0.45280868461992,-0.289103295936316,-0.0614647685945125,0.0231857305881236,0.0155212923963507,24.6002944398291,2.73485260032951,0.920317224892206,-0.655921436199492,1.10008947143041,-1.03749258711998,-5.48055444314514,-18.6566114376726,-1.13543200769,-3.03607000338229,NA,-0.621560601872916
2012-07-31,-38.2758218741403,-2.73530404435995,-0.0261052489627126,-0.270406963437004,-6.23055010092114,-0.00307871941512519,0.402600832368533,NA,0.23815860758548,-0.00964119881911922,-0.0110354912105836,43.2012387094598,0.927005172400953,3.21987302937336,-1.10325258356232,78.8468092212234,-1.78684874073721,-3.72830188406983,-18.8184349034847,-1.8299637231856,-9.21364996341253,NA,-0.718726802742319
2012-08-31,-37.3534690896164,-3.54933031134959,-0.328207762714359,-0.879760537696079,-4.33634049171889,0.00277252795732002,0.289327130048266,NA,-0.562234170353713,0.0103360238999374,-0.0342805435557562,10.7991637805093,-0.466413567646576,-5.93496228976382,0.0464888828501984,97.5746245480477,-1.53303761413592,-9.45630893462658,-8.7812604852562,-1.65037918546185,-8.39656682829964,NA,-0.567869200572075
2012-09-30,-88.1507946270362,-1.76338130109212,0.259636231953538,-3.08899161624976,-0.445049431762087,0.00515763443495825,0.181636660672667,-1.4743279331026,-0.0626427075723364,0.0311059073005127,-0.10221159598561,8.39423236346817,-0.647541155793554,6.64762824550618,-0.00677836963289735,111.283594466815,-0.0739014913467102,-13.4716848116163,-6.04510447678385,-1.10615970952615,2.41669227456026,NA,-0.520397313890447
2012-10-31,-59.5749332172697,-1.9774518068396,-0.0325738153180522,-6.99808238278592,3.74324575452502,-0.00880700760300864,-0.0954849993372822,NA,0.136933390769367,-0.0268720515627082,-0.144410506975363,20.9866071688271,-1.31851512802052,-5.20662443667908,0.236864326317587,81.9737779924377,-0.207282656400096,-10.98153873184,-7.40998317186429,-1.89656891989167,-3.77235978222896,NA,-0.491100850830141
2012-11-30,-63.5330195911865,-3.89153662184405,0.67516154511184,-6.40701502099241,3.72846774271834,0.0179907863980669,-0.073690554044421,NA,0.436494519511152,0.0938489281029144,-0.0528607291073455,2.5764509070768,-1.68147302030798,4.50113462255502,-5.62266436196924,77.6452341398271,-0.331023393326625,-6.99297991209857,-16.9759128642942,-1.38579539215948,-1.96221012606342,NA,-0.565700270313881
2012-12-31,-8.93218847965665,-2.60563053935751,0.612841762884185,-3.91577171455708,-6.18946079160641,-0.0388425593879743,-0.0181150546838658,-1.45961727438888,0.336041073492776,-0.10244220898851,0.000644538359805489,23.1639262887078,-0.135301215857432,-2.77298279146717,-4.88544576716428,159.298021923895,1.15703401384314,-11.8131175691929,-4.04290984787015,-0.941203917027545,-2.15134588433925,NA,-0.470271376148343
2013-01-31,-42.6795746135499,-0.719728352632004,-0.119533712360047,-1.82433464716778,-5.41061717287333,-0.0151783426814416,-0.103329642716296,NA,-0.164426552446005,-0.0079246554436845,-0.0190041624143751,35.7491960242109,0.822773779819656,2.93096251141505,-4.15156122193844,109.932200359554,-0.0409527189213321,-13.349060919924,-7.91099041638889,-1.51448282691288,-17.3382541844526,NA,-0.271233330536191
2013-02-28,-93.6823127237362,0.466175145080435,0.668034569020113,0.367313997487635,-1.73507872550663,-0.0208361497833724,-0.0562738806550245,NA,0.535092036534564,0.00903395569333846,-0.0406602463591159,25.3324228240767,2.39310424727773,-1.33435570078399,-2.12109205896247,195.547828461715,0.777174124349393,3.49208081890736,-11.880170863647,-0.906707358468422,-1.52142215379948,NA,-0.218218328261543
2013-03-31,-14.5407976508586,-1.54791483947225,-0.044453943334365,-0.840807964278667,-0.86292277393045,-0.00372941268293422,-0.0177707896599797,1.65500595206285,0.33459723527424,0.00572788405739826,-0.0316074857523517,14.9137693987958,0.676042467071248,1.4311708823218,-3.09411961090736,55.1449652452901,0.10558322003326,-0.696801569499917,-4.65046748344123,-0.544281592961775,-1.69933691977612,NA,-0.22405405283032
2013-04-30,-123.044522410327,-2.66199309954207,-0.15699979978251,-5.54868271615456,-3.19422664256901,0.0044351428865727,-0.0786309734839348,NA,-0.26591056138722,-0.00379052260233262,-0.0202859677081242,12.4933984588588,0.771940719754681,3.79207249308736,-1.46978456909781,105.723669725191,-1.16313210757343,-1.0228173019467,-6.32189656956814,-1.01862699724008,-10.8704856097786,NA,-0.386145053068971
2013-05-31,-51.3842689951633,-2.47605442838106,0.460396449316646,0.643707558172125,4.77093234415355,-0.00637118584956453,-0.108212996690783,NA,0.0335690413899382,0.0107556559744175,-0.0181463004134282,11.0714727147565,-1.91884871411751,-6.12061170537812,0.75278889620968,135.28400091633,-0.92917717062371,-6.52772619669114,-6.59447441582443,-0.730214013065931,-7.03335535120311,NA,-0.191756740033352
2013-06-30,-56.7508193983867,-2.29009361924125,0.127734253604075,-2.06361932498647,4.23247686181301,-0.00311131534162881,-0.0112438448970509,-1.4304809818894,0.133036438445472,0.00363387761817165,-0.0100671094124429,14.6481548769795,-1.8980203842573,-3.05031754711303,0.673544233946615,92.8260178336192,-2.09275728127059,-0.75745232150915,5.83178268399325,-0.335175657627699,1.81356672855432,NA,0.183126564245362
2013-07-31,-31.3349556130184,1.39589453462531,-0.484986937279254,-2.97064554931819,5.09032958598523,0.0125708678790594,-0.155905049173806,NA,-0.467507975380863,0.00258948812553166,-0.0331319771696249,-9.7763923439815,-0.666576013150738,-3.1596304728075,0.992424893044514,22.3497794919695,0.145922248332972,0.17464873252171,8.95685843608825,0.0503532959310582,-6.32820649790248,NA,0.490020537735996
2013-08-31,-54.3274596320788,1.68191523996659,0.822232326307629,-1.47735329851089,1.94441319224605,-0.0253220997496485,-0.204014504228481,NA,0.63193619475069,-0.0271460401250642,-0.0283801261168949,39.797993762364,-1.42312407940458,-3.35723381206174,0.509374322434937,150.855344906293,0.786656106033888,4.95522137432387,1.18073654666392,0.690816525165486,3.54283784203038,NA,0.646531767498286
2013-09-30,-0.919113448588604,1.86797370353057,0.459391494005693,1.61627524374758,-2.80534964382875,-0.0113618718305887,-0.230026468404876,1.28389919561238,0.431369343679887,-0.0599553126092916,-0.0534139378140234,27.3714759065068,-1.86627306162554,0.392242147163957,0.224335971049342,94.3427730915021,-1.6707610203208,3.27091001281978,13.5034007219236,0.693680001694658,-4.57178737904323,NA,0.756221386046513
2013-10-31,-64.3006990555683,1.95407513206522,0.226490015455909,6.61025789376939,-7.25903624666334,0.00664661855836074,-0.188304290955877,NA,-0.269208133753517,0.154903738802909,-0.0616374474435093,32.9442167989375,-2.99463143842034,2.55598194192431,-2.16274671218072,130.812123062508,-1.42653444288412,-0.491640943068129,6.32483466807063,0.141197800157356,-2.68157903595984,NA,0.541332344076774
2013-11-30,-36.6629984460386,3.24022473231848,0.783527340299247,6.90461246786664,-5.5167239406819,-0.0199267793360462,-0.20967543596691,NA,0.230204157290235,-0.0832266547840376,-0.0311622643053149,31.5163791501468,-0.206807688395685,-1.1985254845044,-1.55193027832374,168.263453834223,-2.08086947380908,-1.54578708441743,-2.65497790869165,0.768270253884158,6.20354535234161,0.0900135914607179,0.633361180801915
2013-12-31,27.8032063869801,3.42642771103834,0.140502918176676,4.29935678235154,1.72150994969144,0.0164452976791792,-0.386733325956822,1.2981237564262,0.229602414359509,0.0858507238069987,0.00711934197351253,12.0881256706252,-0.0084000121189618,0.247206272789941,-0.0432712784482163,-28.3031755784416,-2.53397142524871,-0.204884002305666,-3.53605330215987,0.431547321259052,8.08446769231137,-0.0347818088291921,0.828391812969527
2014-01-31,-11.0928665495329,-1.38731072502723,-0.662577708522301,3.19450865353621,0.255588100032441,0.0303231701741679,-0.528345288570248,NA,-0.471017345806063,-0.052513648924791,-0.0411518360260326,5.65794546756367,-1.40346275551233,-1.01007531923278,0.0631737363774221,76.1114786482889,-1.386045609356,9.71771271218958,7.78159219386929,0.433978223122228,0.962069890399716,-0.00917836950218618,0.818430121328113
2014-02-28,-63.5419992485981,1.1989782465409,0.914291265609116,5.98992594596805,0.485433185916961,-0.0155259488554755,-0.46691710969611,NA,0.728345000420178,0.0282055565217865,-0.0330254338278417,32.2242440341623,1.91171138478524,-0.497282563914977,-2.43265178491539,65.5066526502331,-3.03729733828396,4.00864746799076,-5.20184446885646,0.00852223436826893,-8.16276614694309,-0.0848269374512079,0.671236144748753
2014-03-31,31.2650262967638,2.28525917821636,0.891109684737846,4.98545500821219,-1.28903211707917,-0.0260365278294666,-0.509591417328604,-2.98783002758992,0.92768957666489,-0.0395514583462694,-0.0242777333690839,20.787058659926,0.240829712134783,-1.84328755321718,-0.130804393395039,151.88239391037,-1.38793192418562,0.254564674020306,4.91383841651428,-0.154936796045671,-8.28915851326679,0.0175513508613993,0.6962992454108
2014-04-30,-5.86257190646774,2.67153087182877,0.377877393030806,7.78109638260739,2.63211486661983,-0.0257240201999585,-0.644939410890489,NA,-0.0729834934452673,0.0133938629241687,-0.0496744451897231,20.3464266343598,0.0875995298973677,-0.461196518122806,0.568659359869898,221.238749911678,-0.638154679213962,1.74210873920065,9.32863168884036,0.632367903132095,0.583774697878872,-0.0212850814245325,0.710828083739222
2014-05-31,-38.3081966115681,2.45779212920779,0.454594234654916,9.67685061149237,0.248796812589859,-0.0216600270532325,-0.633437051709291,NA,0.326325913716363,-0.0192391599429633,-0.0267661054431913,17.9023852469685,1.05572814143402,0.671785293586822,1.86568292381102,112.575768137136,0.611829084477975,15.2579240724542,10.7425261869806,1.08585180389502,1.45691539294417,0.0422033475616949,0.574662899106351
2014-06-30,30.6357958021515,1.64404175218304,0.571260053777093,7.47271823720588,0.660936396406655,-0.0254230515744017,-0.630322205874438,3.62601511542202,0.32561792177644,0.0134925678641791,-0.000726123989159538,29.454971787257,1.93863677182274,0.198700877454603,0.960209747359784,218.893496069723,0.361814054737188,13.5886550827035,6.255512749794,0.958538823476264,0.33114547837937,0.0390709889843598,0.622581274242919
2014-07-31,7.91519290261724,2.33027854258419,0.687874694564256,-3.43130019791331,-0.231543706353918,-0.0127721322207598,-0.630940964583585,NA,0.124892654361621,-0.0381171249712946,-0.00905637428432112,24.0042235447303,0.429480013110762,-0.591540744296809,1.45218327944772,123.191981192416,1.51159491941068,18.7363530020676,13.4675822161393,1.41896358027033,-0.792653139365272,-0.0101543401631017,0.5876508351697
2014-08-31,17.4757822577549,3.51650130224085,0.00443800118332327,8.06479584847352,0.27127917988399,-0.00718869169087744,-0.54544461383958,NA,-0.175849764901434,0.0236171456197504,-0.0210419320640892,23.5501778088933,2.53156521911301,-0.671268650165508,1.24154696900638,77.4712709881964,1.86195442974328,13.7188446624372,14.8787254248754,1.78661689482035,5.08640144616051,-0.0259424344077541,0.471207606175865
2014-09-30,17.2633514354905,2.80270883298267,0.360949817801212,5.66100691870509,2.16932773069614,-0.0259764611829803,-0.54034807600891,3.13963645732003,0.223390787613933,-0.018828651591278,-0.028075043591042,22.0928718692508,2.14819974364438,-0.63138322351787,0.528244264967228,196.731412940041,1.51381745470832,26.8464378723922,13.5889332148612,1.71887609509642,10.969191141407,-0.0121783671791815,0.610994537957515
2014-10-31,0.22368800374997,3.2888999366393,0.397409988584842,5.05733355512019,4.26323502074656,-0.00732765175560528,-0.417144628436412,NA,-0.0773855644656209,-0.0254175389547496,-0.036927886254525,36.6323430153079,0.582690940519782,2.74221676147677,1.11221861626184,137.972454530929,-0.232808141254601,3.42944044051222,9.89819642495548,1.75163011472277,13.8565978528244,-0.0310577032429285,0.396962373418539
2014-11-30,-18.6974204695408,3.47507341504036,0.703818357701131,4.45377630005753,5.95367628842604,0.00972256501753038,-0.333489164628546,NA,0.721821302486564,0.0384650938619107,-0.0198972845619096,28.1686285365693,-0.461653836445855,0.271530703741949,2.79341347182168,175.19444324384,2.22208550629418,8.97816017537717,27.2065058940172,1.54887878145409,-2.25049651313698,-0.0141168069375307,0.426911783312756
2014-12-31,50.4458135835444,2.26122807001553,0.280174769316996,1.85033569585588,10.5406374549006,-0.0073182750296838,-0.254446390501578,0.453011269962134,-0.178988487902855,-0.0148250291225851,0.0265252345769141,10.70176572254,-1.24387075305747,3.12068965535136,5.17177228057831,150.397426561751,0.478506261794301,-5.7970951144332,13.2138524609052,1.2581281996681,-0.351210050026882,-0.0496174620979144,0.314906064656611
2015-01-31,73.5991777309313,0.247362703394423,-0.023520932400643,2.74701228485396,14.8241044413362,-0.00798314562718153,-0.20368274357351,NA,-0.579814812007218,0.0206307586275484,0.00734587521700336,2.23179186272488,-1.04852202654506,6.49163335282744,2.44723849146321,71.5814519676414,0.136461989685372,8.91398237966088,4.72022696447828,1.33198537916304,-3.44466085139504,0.0215333431405315,0.00480938026741584
2015-02-28,55.7084595405459,-0.666523882993332,-0.357268903284869,-7.25619339060947,11.904063168899,0.000792109488912221,-0.236699855408063,NA,-0.580657546199868,0.0561296499297377,-0.0124253327744313,10.7587442466289,0.389410619768725,-6.17181980940181,2.71975555340792,149.74656694449,0.895960554407047,6.72170046623922,1.92562024359538,0.494419118797333,-8.5299670107912,0.0580162982331514,0.122662394823192
2015-03-31,5.71944658031413,-1.48043288731807,0.118930700831238,-6.45928078819566,9.28049955875494,-0.000950516401397777,-0.263325248052742,1.36611682520633,-0.381516566854147,-0.0492417336118202,0.00879015554726769,12.282660163757,1.23494546256116,1.17723933384823,0.189266915343936,-52.1071810247237,1.25700982039897,-0.463633046118423,-1.36997686288465,0.674678359108023,-9.6062466217651,0.0427095308496167,0.195193704953054
2015-04-30,0.577926418162037,-1.49436550775015,0.225077724114594,-1.76224936556591,11.9533995320701,-0.014511698730265,-0.201821850253617,NA,-0.682391750343394,0.0167057068980435,-0.00159306389870484,6.80357690361397,-0.146899221490429,-0.597224942159615,0.855716026202814,159.020255542978,1.01961765210077,-4.33171034883225,1.13342648389705,-0.38345921319433,-13.6726177778665,-0.0238526045946988,0.107342433601903
2015-05-31,6.22968662201558,-0.808322942459952,-0.128827989267881,-6.16509858038142,6.52274901001036,-0.00419301768111516,-0.0509501984122629,NA,-0.483282973040954,-0.0332124681252024,-0.0147463052309571,15.3215317557048,-0.0911051557087106,-3.54813861220977,2.11904633491606,204.128924130574,0.0837919139520907,-0.772223633322475,-2.76417887720066,-0.274901842897548,-3.72819857264504,-0.0137980500762176,0.392301292231389
2015-06-30,0.620514759800643,-0.822306389617822,0.0272134048507303,-7.76782789030348,11.6885339137419,0.0110653325698577,0.0290172093472614,1.17893039491063,-0.384190111320167,0.00869751283327896,-0.0190046004687593,0.836562009534405,-0.358964372543305,-0.664751199322858,-1.32079870958488,45.2188722210431,-0.750459529607447,-9.67486509100932,-0.762802107318905,-0.553774915288139,3.22297406545407,-0.0175810488957944,0.576176867901246
2015-07-31,3.8990458026247,-1.23631704739413,0.703201750637347,-2.97043675299334,8.4507401644307,-0.00758106586030593,0.153807874900893,NA,0.514886958445626,0.0240679210310481,-0.00159061009752441,14.3487049546077,0.00570175620492109,1.32864384509833,-0.363875658368372,171.290147297364,3.71687118586181,-3.32932691331299,-4.66245236759883,-0.567213857454346,1.17634619395487,0.0239942110087147,0.536530293125756
2015-08-31,-25.7524129692299,-3.05035611395922,-0.220863107741114,-2.17292462611225,7.00935368324276,0.00944623805957859,0.307010771986043,NA,-0.286051640116917,0.000282525002090004,0.0705982449649341,-5.1420021195705,-0.605882501813568,2.34462361258994,-0.509809354705524,-7.65720315748456,2.28579192479949,-19.0253012916537,-3.36313881918156,-0.319519656165532,-4.86797580173872,0.0144533960760677,0.356706250202747
2015-09-30,-30.337565524075,-3.36442478748344,-0.094981326117733,-7.57529096732146,2.06436039134417,0.000520750979144902,0.463864224989474,-0.508570749066945,-0.487005783381139,-0.0114868516557112,0.0014695663395532,7.36447807650482,-0.302492878948264,-1.9445275678033,-0.358193213152788,20.376868339476,-0.643689448354763,-17.9053391589433,-13.0648706232082,-0.747775021782056,-7.90988553622277,-0.0113306968278608,0.427636390342949
2015-10-31,-58.8601158302224,-4.1785242661372,-0.0491530603255924,-2.27753523428227,4.61574620990088,-0.0104162880936588,0.577095735787124,NA,-0.48797534772038,5.33959704887392e-05,-0.0586559927892409,5.86818283233852,0.90709489245129,1.29596305457237,-0.509036641706899,169.392409271225,0.828434930838682,-19.0151459275353,-14.26765694082,-0.670481288163495,-2.94927662409338,0.000547211146759182,0.350265549925616
2015-11-30,-23.3237678559838,-3.99265574809078,-0.333378466197774,-8.47965688465585,5.66349706007894,0.00597887943608401,0.510489994680542,NA,-0.788960209507982,0.0148991991078302,0.115168614902093,-7.63085056256447,-0.18589491996444,1.8966008647728,-2.1623490483645,98.3894671207396,-0.697827073180534,-15.1491455080125,-13.271506933158,-0.153049395210136,-6.98604267994661,0.0290268186229604,0.451915012879245
2015-12-31,33.2677744303289,-4.70682043151463,-0.187657699567359,-13.4816553761036,6.70759886304441,0.00349759874154042,0.538299907965809,-1.69640933486839,-0.689960245117287,0.018482522406734,0.346025594132026,1.86741518130076,-1.59023804854498,3.40080995339443,-1.61813984112227,132.368089371,-1.72246759597277,-11.5017618109577,-18.5764297613633,-0.0216801075150062,-2.02007731837855,-0.0274603297866537,0.347580932122989
2016-01-31,12.910807060404,-6.52101951457904,0.408009083732571,-0.983530166286577,5.8480375399633,0.00611588467835706,0.699121056807993,NA,0.709024669078363,0.0396520741147486,0.110396462146134,13.3630173534391,-0.214710225639841,0.338203349884546,-3.07641842797696,-69.6716764950154,-3.34532205602595,-22.3674187469539,-13.6824345865771,-0.407354794942522,-3.05127415398529,-0.0160202063033961,0.180081287871514
2016-02-29,63.6016260659296,-4.43525419545441,-0.246378272131067,-5.8852807128662,5.28479901200161,-0.00174826194050955,0.906138445436866,NA,-0.792005343294373,-0.0354271507697189,-0.0217897824644699,-16.1440067566445,-1.16808718359856,1.76822263377938,-4.2371942169252,118.270217005672,-3.46626469619815,-18.8405402265839,-16.5895305699405,-1.11057779264254,-17.0795268013629,-0.0644252883398146,-0.163834520202778
2016-03-31,53.336527478594,-2.54952567231107,-0.300819922991354,-1.58690647350366,4.31786920032539,-0.00410057519273794,0.602517629670806,0.215237576500892,-0.893050158608836,-0.00235511124773502,-0.0127118376083427,-26.6536198594452,-0.85914465477066,-3.61176006569941,-4.70047661596374,82.1938173560404,-1.68534588860501,-8.61555016043046,-0.897726872594644,-1.06025593097369,8.89527112489256,0.0345485961217256,-0.0177520206571522
2016-04-30,-46.8881926699145,-2.5638351433194,-0.155316024681371,-4.38840690586023,2.04723402610064,0.000855629001403915,0.348990431591644,NA,0.00589034676163101,0.0124185895121219,-0.0249145761647476,-1.16578466545807,-1.49665837150567,1.05113472002591,-3.8662750330892,38.0991720390691,-1.20261600536222,2.61312754092354,-11.0070326556807,-1.22011697055029,0.873226010184967,0.031133738648097,-0.0128746504562538
2016-05-31,-144.076238347908,-2.27818380664975,-0.249866733034201,-5.08978146759716,7.47287941049342,0.0155395869242054,0.250669169977492,NA,-0.195183703556313,0.0459169940720575,-0.00581193841686771,-22.6804638851782,-1.57620971799698,-0.584964704183878,-3.8345988762983,-109.013671462263,-3.01812541858538,-13.8489310331047,-14.9174570803398,-0.904083245612667,-5.14555576008173,-0.0269803485301746,-0.0406496378611525
2016-06-30,98.7686864763022,-1.09257286047247,0.355527796117075,-1.3910296163757,5.99479127466974,-0.00159849453237136,0.272488674428974,0.126240871445611,0.303727814063991,-0.028398317209061,-0.0163857287893672,12.8023797708994,-0.983283643675406,1.17152403713288,-3.30545755358774,113.855334335022,-0.931924500390167,-3.49614979309816,-5.82900930771298,-1.64809146626421,-14.1609678005036,0.00317118402323432,-0.178671397280102
2016-07-31,-11.3571221655962,-1.10700350295795,0.340867406939375,-1.29215080985714,2.21295553979563,-0.00206876078872821,0.117650008312949,NA,0.2026250232492,-0.00919423999468541,0.0413956865129366,11.2827835922796,0.588488771253381,1.23355155357911,-3.37886047295419,198.706236913903,-0.44406362289223,-5.32295264963954,-9.4416984989415,-1.46474008163713,-0.172903725676778,0.000508597371819412,-0.326599278186295
2016-08-31,-119.457368241915,-3.62147693227651,-0.173848056400383,-3.59314450570267,1.72735812703711,0.00946098146987885,0.0988170620243172,NA,-0.198491952374026,0.023225943617584,0.128450271420201,-28.2392151315328,-0.354523553416293,-0.11650997327041,-3.75481704239434,-22.4609162426404,-4.55459315820719,-12.4237635133117,-5.05553381516644,-1.72994461771098,-12.1812571501973,-0.00807367277388344,-0.251906671084351
2016-09-30,90.4642442790349,-2.43599434659854,0.15138125026472,-1.39401016157362,2.83798495756021,-0.00982129984253532,0.107793759837148,0.436649742938904,-0.0996229891790301,-0.0391731540591411,0.0226821881882161,-8.76357911103277,-0.905951697890131,-0.0549579458253425,-4.23333666990492,109.35392234837,-0.963563478450723,-8.49300629469756,1.52947558247107,-1.74023635558075,-14.1859216886612,0.024129586917314,-0.151633313175676
2016-10-31,-53.57572813274,-1.65055694409439,0.116555171101603,-3.99474723513119,-1.45517804746906,-0.0118369112842887,0.0509618539946399,NA,0.0992320364608468,0.0252182132449584,0.0107463594519325,-8.29027105671543,0.940573257626212,-2.09059177693879,-3.61442876348252,-16.849199830088,-2.57102495573847,-16.4251049043799,-0.186679467170119,-1.44616557923779,-5.18679095566469,0.0449066411371188,-0.0334780796251586
2016-11-30,7.44045357869751,-0.265165922934415,-0.00832644972281829,1.00464481596332,4.84785503311534,-0.00654047234046276,0.0172652085412324,NA,-0.301926751827737,-0.0271076705846027,0.0113563557304337,-13.8192536790759,1.54655018793058,-2.0403962821688,-0.298102731123933,-13.0702352950345,-0.677027962186067,-5.03775878904276,-1.40400812523113,-1.4634676011109,-4.18375856580374,-0.00611125913175837,0.244676924588646
